chr	windowStart	windowEnd	D	f_d	f_dM	d_f
Chr05	39337746	39361643	0.158379	0.127673	0.107278	0.132023
Chr05	39351521	39362237	0.032561	0.041182	0.031159	0.029474
Chr05	39361649	39391580	0.071326	0.087079	0.069002	0.052320
Chr05	39362616	39673266	0.260127	0.253319	0.210330	0.194872
Chr05	39391597	39719944	0.178793	0.158096	0.120944	0.120880
Chr05	39673271	39745866	-0.045141	-0.044916	-0.033828	-0.013186
Chr05	39719963	39748738	-0.013447	-0.013692	-0.010702	0.007681
Chr05	39745889	39759626	0.034527	0.031471	0.025985	0.016292
Chr05	39748838	39803553	-0.067536	-0.058328	-0.046245	-0.047299
Chr05	39759637	39815678	-0.159308	-0.135891	-0.101140	-0.077299
Chr05	39804678	39818756	0.014018	0.014586	0.011944	0.017270
Chr05	39815679	39895719	0.050393	0.057505	0.050477	0.030986
Chr05	39820231	39901125	0.007169	0.010454	0.008181	0.004813
Chr05	39896251	39936617	-0.034376	-0.061293	-0.040908	-0.013494
Chr05	39901145	39943518	0.124337	0.132196	0.113773	0.073913
Chr05	39938690	39949326	0.184456	0.198292	0.189383	0.150581
Chr05	39943549	39949844	0.153957	0.206146	0.183259	0.113499
Chr05	39949329	39952423	0.116381	0.156149	0.116827	0.056750
Chr05	39949863	39979717	0.087513	0.094837	0.073555	0.042470
Chr05	39952436	39983564	0.086482	0.094863	0.070655	0.038515
Chr05	39979720	40045886	0.183450	0.203062	0.162556	0.074282
Chr05	39985568	40078473	0.094716	0.092678	0.075467	0.040584
Chr05	40055083	40158351	0.096798	0.078339	0.064255	0.043035
Chr05	40079023	40173395	0.154785	0.069078	0.060804	0.065578
Chr05	40158407	40178943	0.151815	0.057548	0.050551	0.057989
Chr05	40175082	40209161	0.224900	0.186994	0.156417	0.083386
Chr05	40178992	40276694	0.063523	0.041915	0.036961	0.023225
Chr05	40209369	40422589	-0.037519	-0.022345	-0.019413	-0.014920
Chr05	40326278	40530949	0.029048	0.015008	0.013306	0.016586
Chr05	40422594	40624748	-0.012089	-0.003533	-0.003294	-0.006189
Chr05	40538721	40683946	0.030786	0.007262	0.006849	0.008735
Chr05	40624896	40735328	0.231316	0.036982	0.035618	0.067630
Chr05	40683947	40770144	0.172753	0.029906	0.028598	0.044126
Chr05	40735349	40790821	0.057914	0.017995	0.016559	0.013777
Chr05	40770156	40872565	0.185736	0.070248	0.065783	0.031642
Chr05	40796185	40920020	0.096277	0.033316	0.031022	0.031607
Chr05	40873343	40947821	0.107192	0.033080	0.030008	0.041127
Chr05	40920413	40991462	0.298778	0.103044	0.093586	0.055700
Chr05	40950015	41017082	0.372168	0.148019	0.137882	0.083462
Chr05	40991996	41040680	0.248827	0.101992	0.091650	0.079405
Chr05	41017829	41048949	0.155876	0.058822	0.051481	0.060261
Chr05	41042140	41063917	0.167421	0.078429	0.067632	0.043329
Chr05	41048960	41086040	0.260461	0.152915	0.136002	0.074128
Chr05	41064034	41140502	0.135501	0.093766	0.076086	0.044321
Chr05	41086085	41149164	-0.098009	-0.063225	-0.049145	-0.038128
Chr05	41140532	41286145	-0.030132	-0.017755	-0.014001	-0.007684
Chr05	41149166	41350188	0.030854	0.015490	0.012231	0.024137
Chr05	41293748	41671364	-0.029457	-0.021388	-0.016343	-0.007007
Chr05	41370143	41678817	-0.071819	-0.181730	-0.095351	-0.025641
Chr05	41671367	41686993	0.019008	0.049540	0.027842	0.005906
Chr05	41678819	41721299	0.000120	0.000357	0.000192	-0.000455
Chr05	41687005	41750023	0.029335	0.060878	0.034029	0.007574
Chr05	41724475	41849471	0.155955	0.158125	0.098791	0.054093
Chr05	41752328	41885112	-0.160225	-0.230154	-0.104682	-0.062191
Chr05	41849476	41916517	-0.235362	-0.783872	-0.278278	-0.112336
Chr05	41885250	42035012	0.050461	0.073424	0.050251	0.030439
Chr05	41916518	42051931	0.137389	0.152550	0.117300	0.078082
Chr05	42038390	42054245	-0.094689	-0.113582	-0.082013	-0.068440
Chr05	42051937	42084574	-0.143471	-0.095627	-0.078167	-0.097206
Chr05	42054248	42220818	-0.104846	-0.063124	-0.051576	-0.070991
Chr05	42084590	42229666	-0.097661	-0.098303	-0.071297	-0.049730
Chr05	42220825	42260509	-0.065674	-0.096045	-0.057368	-0.019072
Chr05	42229687	43509292	-0.038447	-0.040049	-0.025054	-0.006490
Chr05	42260565	43773982	0.151933	0.066079	0.054424	0.039303
Chr05	43510356	43797398	0.024664	0.020416	0.014114	0.008382
Chr05	43773983	43861791	-0.066323	-0.145328	-0.077909	-0.025567
Chr05	43805620	43888222	-0.033336	-0.062111	-0.040460	-0.015631
Chr05	43861807	43958353	-0.069394	-0.104659	-0.066165	-0.041737
Chr05	43888315	43972192	-0.092895	-0.087611	-0.062158	-0.044473
Chr05	43958356	44020460	-0.036735	-0.020142	-0.017193	-0.000645
Chr05	43972193	44041077	0.031297	0.011644	0.010379	0.042546
Chr05	44021247	44070420	0.025212	0.017148	0.014457	0.020082
Chr05	44041083	44085641	-0.065012	-0.151787	-0.093837	-0.027622
Chr05	44070899	44118592	-0.027519	-0.055896	-0.036999	-0.015202
Chr05	44085642	44120259	0.138736	0.133944	0.107473	0.086222
Chr05	44118613	44129235	0.167761	0.168820	0.133248	0.067968
Chr05	44120598	44137800	0.037994	0.048261	0.035676	0.020077
Chr05	44129438	44299107	0.166989	0.166482	0.138290	0.109747
Chr05	44138889	44325503	0.166670	0.121910	0.102629	0.135005
Chr05	44300151	44364621	-0.062945	-0.044829	-0.029865	-0.020558
Chr05	44325504	44399176	-0.261473	-0.183562	-0.107761	-0.068848
Chr05	44364629	44441741	-0.068086	-0.029595	-0.023302	-0.024453
Chr05	44399812	44459429	0.208222	0.093147	0.084867	0.109498
Chr05	44441978	44465215	0.081670	0.042369	0.040616	0.067627
Chr05	44459434	44521370	-0.032057	-0.019799	-0.018039	-0.023902
Chr05	44465319	44621406	-0.078965	-0.070592	-0.051293	-0.042458
Chr05	44521378	44976613	-0.084183	-0.066932	-0.046261	-0.040186
Chr05	44621419	45154904	-0.117163	-0.140266	-0.088463	-0.056162
Chr05	45034174	45212633	0.037899	0.060593	0.042616	0.015226
Chr05	45154987	45253263	0.224137	0.258595	0.215187	0.101724
Chr05	45214140	45253857	0.310310	0.344270	0.289466	0.210000
Chr05	45253265	45255438	0.289594	0.362089	0.295379	0.232730
Chr05	45253860	45256816	0.238610	0.273933	0.219207	0.149392
Chr05	45255440	45266118	0.263552	0.288476	0.227809	0.163866
Chr05	45256853	45651159	0.070300	0.065066	0.042587	0.042770
Chr05	45272846	45679921	-0.124859	-0.147754	-0.074893	-0.072782
Chr05	45654692	45733097	-0.110917	-0.233296	-0.130940	-0.082526
Chr05	45680270	45757528	-0.028077	-0.035682	-0.028139	-0.031870
Chr05	45733883	45809766	-0.098612	-0.125650	-0.091780	-0.062519
Chr05	45757533	45944446	-0.194262	-0.374091	-0.194052	-0.101241
Chr05	45809770	46511809	-0.091809	-0.199677	-0.101416	-0.042805
Chr05	45944452	46525262	0.041498	0.073865	0.055550	0.019968
Chr05	46511810	46592555	0.216393	0.301868	0.261404	0.129500
Chr05	46525757	46625891	0.013734	0.017359	0.013745	-0.000094
Chr05	46592556	46663774	-0.212644	-0.246679	-0.181936	-0.156512
Chr05	46626798	46764813	-0.110747	-0.106885	-0.081912	-0.067639
Chr05	46664129	46881312	-0.061190	-0.049227	-0.040453	-0.027921
Chr05	46781820	46888847	-0.073137	-0.076877	-0.063183	-0.026302
Chr05	46881406	47068892	-0.055944	-0.137815	-0.079570	-0.031008
Chr05	46889342	47200101	0.005200	0.006278	0.005051	-0.011291
Chr05	47068897	47202425	0.013645	0.014122	0.013036	0.009997
Chr05	47200114	47236135	0.032395	0.033744	0.031308	0.028116
Chr05	47202478	47403873	0.010907	0.010636	0.008875	0.001883
Chr05	47249579	47497172	-0.004422	-0.006578	-0.004031	-0.006568
Chr05	47403878	47528698	0.144271	0.194761	0.138913	0.041223
Chr05	47497204	47662318	-0.116521	-0.203079	-0.126152	-0.041313
Chr05	47528771	47698284	-0.280735	-0.436738	-0.261459	-0.144140
Chr05	47662486	47739646	-0.339090	-0.600950	-0.286286	-0.201333
Chr05	47698285	47767680	-0.400449	-3.219606	-0.251323	-0.174549
Chr05	47739652	47780037	-0.516853	6.489180	-0.249505	-0.223466
Chr05	47767697	47809597	-0.451549	-0.804746	-0.384297	-0.312168
Chr05	47780041	47819574	-0.336230	-0.467092	-0.303095	-0.161090
Chr05	47809603	47834630	-0.194697	-0.264734	-0.184016	-0.071816
Chr05	47819581	47856203	-0.033984	-0.049894	-0.036471	-0.006762
Chr05	47834635	47876926	-0.053067	-0.114652	-0.058628	-0.015398
Chr05	47856210	47894983	0.003731	0.004107	0.002821	0.001415
Chr05	47876928	47923980	0.009716	0.007853	0.006044	0.005362
Chr05	47895042	47934627	0.124054	0.126685	0.091314	0.068901
Chr05	47924011	48005596	0.107375	0.179237	0.114648	0.057447
Chr05	47934671	48776280	-0.020127	-0.033962	-0.021364	-0.005198
Chr05	48005601	49011603	-0.200394	-0.497474	-0.237400	-0.120638
Chr05	48776281	49043098	-0.194942	-0.432003	-0.222052	-0.116611
Chr05	49011604	49045108	-0.114648	-0.158171	-0.101498	-0.069123
Chr05	49043118	50576299	0.012328	0.009626	0.006699	-0.002577
Chr05	49045117	51178699	0.178308	0.147583	0.110075	0.069815
Chr05	50576307	51229050	0.079210	0.141627	0.089928	0.036968
Chr05	51178764	51311198	0.072807	0.132797	0.077353	0.029552
Chr05	51229061	51331979	0.048905	0.074968	0.047989	0.020745
Chr05	51312710	51363702	-0.098065	-0.272587	-0.135630	-0.043836
Chr05	51331988	51509521	-0.052281	-0.088124	-0.053457	-0.020998
Chr05	51363705	51529006	0.072520	0.069377	0.050794	0.020988
Chr05	51509522	51561058	-0.054330	-0.050233	-0.038164	-0.025536
Chr05	51541146	51569358	-0.141630	-0.077822	-0.067668	-0.097174
Chr05	51561477	51695704	-0.162939	-0.093083	-0.079758	-0.086404
Chr05	51569359	51945296	-0.065764	-0.065435	-0.054783	-0.024924
Chr05	51695719	52004908	-0.077762	-0.100649	-0.076404	-0.036336
Chr05	51955569	52265520	0.010014	0.010800	0.007742	0.007476
Chr05	52004910	52421199	0.061734	0.048208	0.034734	0.028592
Chr05	52272081	52589351	-0.026709	-0.030865	-0.020772	-0.013044
Chr05	52421206	52644740	0.109844	0.141724	0.105617	0.021506
Chr05	52589374	53279249	0.143041	0.101873	0.072765	0.024395
Chr05	52644749	53806799	-0.068522	-0.040796	-0.030519	-0.019119
Chr05	53280451	53880596	-0.154546	-0.092233	-0.071723	-0.043315
Chr05	53807376	54074009	-0.087316	-0.044871	-0.034954	-0.016759
Chr05	53880598	54306225	0.070114	0.023919	0.019169	0.000671
Chr05	54074036	54307580	-0.169670	-0.033082	-0.029453	-0.053141
Chr05	54306235	54390032	0.067230	0.027713	0.025941	0.039224
Chr05	54323939	54399462	0.125558	0.120394	0.099160	0.074558
Chr05	54390036	54426548	-0.188924	-0.181316	-0.123448	-0.110790
Chr05	54399464	54464658	-0.146606	-0.131137	-0.093363	-0.108197
Chr05	54426552	54648630	0.025412	0.026417	0.019779	0.000543
Chr05	54464821	54988571	0.086429	0.136390	0.102623	0.062278
Chr05	54648642	55138156	0.041914	0.026664	0.020408	0.028754
Chr05	54989441	55575627	-0.007056	-0.003982	-0.003073	-0.002113
Chr05	55231403	55607526	-0.207506	-0.190774	-0.088053	-0.049275
Chr05	55576168	55631505	-0.448588	-0.702959	-0.167456	-0.092140
Chr05	55607529	55640860	-0.075004	-0.089950	-0.040575	-0.023521
Chr05	55631825	55642101	0.038958	0.044188	0.025116	0.003732
Chr05	55641113	55643435	-0.065821	-0.092178	-0.050171	-0.024216
Chr05	55642112	55651466	-0.113207	-0.224290	-0.095258	-0.027459
Chr05	55643444	55652166	-0.137920	-0.246941	-0.106089	-0.028434
Chr05	55651564	55652833	0.053467	0.058304	0.038301	0.018333
Chr05	55652191	55653909	0.069062	0.062331	0.044417	0.013210
Chr05	55652865	55656340	-0.000933	-0.000705	-0.000507	-0.004764
Chr05	55653931	55660593	0.025839	0.016889	0.012380	0.003690
Chr05	55656348	55819353	0.088784	0.086645	0.058992	0.025021
Chr05	55666767	55839229	0.117613	0.118892	0.087755	0.051503
Chr05	55819391	55923110	-0.089993	-0.067510	-0.047678	-0.048691
Chr05	55839231	56053194	-0.221891	-0.219107	-0.134699	-0.089007
Chr05	55987240	56149425	-0.108453	-0.093209	-0.073640	-0.046066
Chr05	56055036	56237392	0.041654	0.031891	0.028137	0.019273
Chr05	56149537	56279204	0.052492	0.046969	0.040767	0.033563
Chr05	56237395	56509843	0.014091	0.012731	0.010289	0.013996
Chr05	56279610	56524334	0.103050	0.094582	0.066479	0.018186
Chr05	56511082	56585022	0.105714	0.113435	0.085276	0.047232
Chr05	56524335	56677104	0.030958	0.046871	0.036179	0.024847
Chr05	56585028	56739054	0.049960	0.070252	0.049987	0.028309
Chr05	56677107	56741141	0.033761	0.044519	0.028131	0.017175
Chr05	56739124	57054678	0.025592	0.023274	0.016796	0.011284
Chr05	56741156	57110694	0.099062	0.053652	0.041445	0.066337
Chr05	57060098	57195732	0.031750	0.016903	0.012233	-0.009599
Chr05	57110711	57299101	0.151046	0.080103	0.058871	0.027246
Chr05	57195735	57386151	-0.014555	-0.012083	-0.007553	-0.001848
Chr05	57299130	57427998	-0.079965	-0.059065	-0.041062	-0.024729
Chr05	57388943	57481747	0.043292	0.020979	0.015903	0.016739
Chr05	57445877	57496050	-0.037219	-0.020286	-0.013931	-0.014822
Chr05	57485977	57519016	-0.078859	-0.064464	-0.043730	-0.028724
Chr05	57496935	57552014	-0.099665	-0.101337	-0.058562	-0.021637
Chr05	57519303	57670878	0.113742	0.060778	0.044111	0.039899
Chr05	57555471	57784147	0.098481	0.061657	0.046976	0.027550
Chr05	57670879	57915558	0.086268	0.118189	0.082019	0.019547
Chr05	57784151	58028666	0.151757	0.239281	0.130510	0.056954
Chr05	57915723	58047658	-0.055835	-0.097195	-0.037206	-0.038789
Chr05	58028678	58073395	0.019954	0.021332	0.014263	-0.003098
Chr05	58047659	58160197	0.104665	0.108746	0.081111	0.036773
Chr05	58073396	58417573	0.019560	0.025772	0.017083	0.002092
Chr05	58160207	58517737	0.304221	0.102246	0.088299	0.101811
Chr05	58425812	58586153	0.644397	0.112257	0.097974	0.215764
Chr05	58518632	58654257	0.538198	0.116320	0.100771	0.255881
Chr05	58589569	58755737	0.096818	0.034752	0.025647	0.036588
Chr05	58657973	58780086	-0.406002	-0.246401	-0.137757	-0.163904
Chr05	58759386	58817279	-0.339622	-0.145085	-0.100339	-0.161607
Chr05	58780124	58857906	-0.073951	-0.022277	-0.018499	-0.054146
Chr05	58817313	58945266	-0.094527	-0.031139	-0.024742	-0.043996
Chr05	58858595	59010573	-0.052758	-0.022592	-0.013268	-0.015339
Chr05	58947053	59044031	0.138093	0.061207	0.032932	0.029553
Chr05	59010574	59159894	0.066774	0.032124	0.024106	0.029509
Chr05	59044033	59248662	0.019861	0.008961	0.007950	0.007352
Chr05	59169499	59307419	0.078305	0.034784	0.025839	0.019624
Chr05	59248667	59419307	0.083253	0.103759	0.031344	0.016212
Chr05	59310322	59439966	0.177880	0.081820	0.042910	0.042765
Chr05	59419311	59447561	0.302725	0.092339	0.070253	0.145823
Chr05	59440045	59529660	0.149641	0.067231	0.048340	0.063399
Chr05	59447563	59544534	-0.064907	-0.033651	-0.022653	-0.035560
Chr05	59529662	59557500	-0.139880	-0.066661	-0.049261	-0.088121
Chr05	59544586	59645581	-0.025062	-0.018193	-0.013461	-0.014529
Chr05	59567109	59681333	0.121537	0.099549	0.085676	0.055856
Chr05	59645592	59720592	0.156432	0.121848	0.105214	0.083658
Chr05	59681479	59820707	0.085688	0.063990	0.053882	0.045070
Chr05	59721247	59930602	-0.005852	-0.003184	-0.002693	-0.001168
Chr05	59820897	59955050	0.142169	0.070381	0.060183	0.047335
Chr05	59930738	59979607	-0.178153	-0.173704	-0.119697	-0.109834
Chr05	59955053	60155908	-0.118858	-0.134053	-0.095469	-0.057080
Chr05	59979621	60818559	0.159103	0.135073	0.110000	0.094716
Chr05	60155911	60980269	0.051100	0.045431	0.032527	0.022663
Chr05	60828178	61744332	-0.048116	-0.044781	-0.031188	-0.027761
Chr05	60980351	61761747	-0.012987	-0.012210	-0.008917	-0.012176
Chr05	61744426	61779767	0.040286	0.049824	0.036566	0.021972
Chr05	61761751	61804665	0.051828	0.044877	0.038106	0.017526
Chr05	61780185	61883667	-0.021090	-0.019289	-0.015853	-0.036744
Chr05	61804690	61907054	-0.154113	-0.272548	-0.167449	-0.108456
Chr05	61883673	62011756	-0.264555	-0.385966	-0.220204	-0.123883
Chr05	61907112	62035086	-0.122947	-0.082603	-0.059062	-0.052920
Chr05	62023497	62129300	-0.009449	-0.004775	-0.003820	-0.008365
Chr05	62038337	62290154	-0.032774	-0.011861	-0.010245	-0.025819
Chr05	62129304	62363863	-0.081310	-0.041513	-0.034835	-0.048498
Chr05	62309032	62421729	-0.041898	-0.034433	-0.027058	-0.016905
Chr05	62363907	62451871	0.086911	0.047428	0.040684	0.039200
Chr05	62421754	62468434	-0.022296	-0.013430	-0.011645	-0.009778
Chr05	62452876	62549219	-0.079187	-0.063476	-0.049873	-0.034958
Chr05	62468435	62561138	-0.312019	-0.191751	-0.133991	-0.100241
Chr05	62549227	62561444	-0.638373	-0.253342	-0.191902	-0.372461
Chr05	62561140	62566129	-0.427519	-0.258802	-0.197265	-0.282801
Chr05	62561445	62623965	-0.134704	-0.055943	-0.047507	-0.055469
Chr05	62566136	62664059	0.027401	0.012788	0.010548	0.004360
Chr05	62623971	62695432	0.117873	0.098775	0.070737	0.025995
Chr05	62664626	62739627	0.322497	0.213399	0.177212	0.142197
Chr05	62695438	62767904	0.153711	0.136268	0.101420	0.059255
Chr06	5681	23883	-0.216538	-0.113082	-0.089070	-0.108979
Chr06	18244	31161	-0.265092	-0.122981	-0.100410	-0.117478
Chr06	23900	59142	-0.316987	-0.119995	-0.101932	-0.089402
Chr06	31163	75474	-0.183253	-0.074754	-0.059444	-0.042945
Chr06	60011	79080	-0.145118	-0.066942	-0.048349	-0.026307
Chr06	75489	82450	-0.089495	-0.041375	-0.033461	-0.020080
Chr06	79082	101518	-0.001617	-0.000781	-0.000599	-0.001742
Chr06	82668	107603	0.034091	0.015435	0.009823	0.003506
Chr06	101598	109198	-0.063750	-0.030431	-0.021814	-0.003171
Chr06	107644	195381	-0.137610	-0.064694	-0.047092	-0.026900
Chr06	117520	286382	0.031271	0.013689	0.010364	0.022568
Chr06	195387	300812	0.055148	0.033920	0.026604	0.031199
Chr06	286396	321243	0.035059	0.025980	0.018844	0.014553
Chr06	300815	476428	-0.023675	-0.017841	-0.012748	-0.015936
Chr06	382662	538263	-0.070368	-0.112961	-0.071791	-0.033995
Chr06	476429	579048	-0.037401	-0.059459	-0.040919	-0.015964
Chr06	538266	587318	-0.072795	-0.088124	-0.065801	-0.019397
Chr06	579419	660865	-0.105421	-0.145079	-0.101414	-0.032698
Chr06	587319	669211	-0.111962	-0.168803	-0.114288	-0.038107
Chr06	660877	672704	-0.105076	-0.153541	-0.105808	-0.040220
Chr06	669427	678303	-0.178853	-0.259595	-0.175162	-0.090423
Chr06	672705	679724	-0.146594	-0.254146	-0.171464	-0.082153
Chr06	678361	704739	-0.090720	-0.174401	-0.118215	-0.053604
Chr06	679754	715018	-0.042425	-0.072213	-0.046059	-0.016560
Chr06	704755	723312	0.008801	0.016119	0.010271	0.015104
Chr06	715023	726449	0.000155	0.000349	0.000237	0.007681
Chr06	723486	730493	-0.071714	-0.172453	-0.108884	-0.051137
Chr06	726496	752174	-0.090563	-0.235050	-0.145654	-0.052769
Chr06	730511	958505	0.065071	0.116703	0.090602	0.028819
Chr06	761522	960000	0.130001	0.208931	0.156429	0.044929
Chr06	959202	1001210	0.171629	0.325815	0.238338	0.048163
Chr06	960014	1005310	-0.078238	-0.129431	-0.091415	-0.037400
Chr06	1001213	1016609	-0.213516	-0.341862	-0.223984	-0.139020
Chr06	1005313	1033524	-0.209121	-0.320250	-0.203002	-0.124406
Chr06	1016616	1103674	-0.222833	-0.347623	-0.213778	-0.125767
Chr06	1052753	1123767	-0.098628	-0.230963	-0.130050	-0.054219
Chr06	1103704	1145159	-0.021955	-0.069727	-0.037794	-0.010203
Chr06	1123770	1157644	-0.106952	-0.352401	-0.167600	-0.031092
Chr06	1145237	1192834	-0.089477	-0.193111	-0.115484	-0.024237
Chr06	1157649	1243923	0.053097	0.068076	0.049061	0.016406
Chr06	1200706	1316427	-0.055791	-0.047574	-0.033521	-0.016251
Chr06	1243928	1421536	-0.026075	-0.014339	-0.011471	-0.010559
Chr06	1350522	1472571	0.122558	0.062119	0.049222	0.042324
Chr06	1421544	1476235	0.254236	0.137777	0.105613	0.082067
Chr06	1472809	1485895	0.153944	0.081769	0.064495	0.052165
Chr06	1478896	1490736	0.124092	0.061818	0.050317	0.043376
Chr06	1486129	1642911	0.179374	0.065073	0.057244	0.041589
Chr06	1490759	1687377	0.031956	0.011690	0.009859	0.009281
Chr06	1642944	1894437	-0.196315	-0.077238	-0.060801	-0.073123
Chr06	1689105	2021268	-0.195232	-0.063532	-0.051852	-0.069496
Chr06	1895543	2070240	-0.026712	-0.009091	-0.007888	-0.014254
Chr06	2025409	2097261	-0.016793	-0.007989	-0.007322	-0.014143
Chr06	2072773	2104482	0.032103	0.017369	0.015001	0.015091
Chr06	2097549	2204743	0.005784	0.004520	0.003501	0.005908
Chr06	2104490	2279107	-0.086774	-0.021845	-0.017467	-0.015121
Chr06	2205332	2324079	-0.093002	-0.029591	-0.023512	-0.020274
Chr06	2280397	2353457	0.058939	0.038180	0.031322	0.011594
Chr06	2324289	2376892	0.191282	0.115181	0.096655	0.050248
Chr06	2353458	2452798	0.285967	0.240086	0.212225	0.121386
Chr06	2376897	2492716	0.156236	0.135716	0.115601	0.087327
Chr06	2454439	2518169	-0.110999	-0.131249	-0.092171	-0.063425
Chr06	2492720	2521779	-0.218194	-0.482712	-0.249261	-0.135215
Chr06	2518191	2526911	-0.177835	-0.405624	-0.223840	-0.111821
Chr06	2521930	2551015	0.028532	0.026463	0.020299	0.013940
Chr06	2526919	2589112	0.146777	0.074419	0.064069	0.093646
Chr06	2561793	2710759	-0.039513	-0.014768	-0.012563	-0.012503
Chr06	2594606	2840172	-0.122705	-0.041820	-0.034050	-0.035969
Chr06	2711113	2911663	-0.067240	-0.029354	-0.023651	-0.021258
Chr06	2845068	2918097	-0.138342	-0.089503	-0.067933	-0.056404
Chr06	2911668	2935999	-0.055349	-0.047771	-0.038014	-0.025882
Chr06	2918151	2972176	0.276487	0.128027	0.115084	0.133204
Chr06	2936743	3088365	0.101776	0.037106	0.032011	0.049530
Chr06	2972394	3111679	-0.042228	-0.021429	-0.016028	-0.034870
Chr06	3088387	3116838	0.092787	0.099832	0.063658	0.052722
Chr06	3111894	3120645	0.094001	0.106085	0.077954	0.045561
Chr06	3116839	3124150	0.041331	0.046891	0.030033	0.017480
Chr06	3120649	3130474	0.210738	0.212373	0.178117	0.158100
Chr06	3124165	3210602	0.182418	0.150294	0.133156	0.125695
Chr06	3130484	3254975	0.105522	0.088910	0.074397	0.048083
Chr06	3227244	3329248	0.131141	0.121097	0.098843	0.055121
Chr06	3254976	3379195	0.121363	0.064595	0.055583	0.064735
Chr06	3329249	3385163	0.107713	0.033620	0.029970	0.058519
Chr06	3379200	3395988	0.014292	0.003846	0.003069	-0.000861
Chr06	3385183	3511857	0.004382	0.002214	0.001556	-0.000771
Chr06	3395990	3579955	0.022083	0.014506	0.009783	0.000107
Chr06	3511862	3601907	-0.193219	-0.083409	-0.060690	-0.062711
Chr06	3580084	3731909	-0.078096	-0.027347	-0.019859	-0.009552
Chr06	3615027	3737826	-0.006981	-0.002310	-0.001699	0.003900
Chr06	3732962	3812154	-0.226253	-0.092892	-0.071172	-0.083714
Chr06	3738050	3858328	-0.227089	-0.086721	-0.065026	-0.099959
Chr06	3813690	3876275	-0.009499	-0.003599	-0.002896	-0.005665
Chr06	3865461	3900604	0.049122	0.027862	0.021327	0.016299
Chr06	3876277	3946569	-0.064502	-0.054596	-0.033584	-0.023756
Chr06	3900618	3989300	0.021750	0.020629	0.009745	0.009723
Chr06	3946775	4033358	0.061735	0.053339	0.030162	0.029962
Chr06	3989305	4061506	0.134503	0.115704	0.082569	0.073290
Chr06	4033380	4104326	0.255804	0.273647	0.184488	0.140473
Chr06	4068398	4124820	0.219581	0.316425	0.181123	0.132654
Chr06	4104341	4189551	0.041974	0.051300	0.027779	0.024234
Chr06	4125550	4281954	0.040543	0.035312	0.020570	0.016226
Chr06	4203903	4299776	0.214804	0.162319	0.092811	0.050556
Chr06	4284576	4418736	0.094517	0.102255	0.049703	0.031561
Chr06	4299783	4454113	0.334917	0.272889	0.188539	0.197241
Chr06	4418746	4490568	0.475634	0.299939	0.240074	0.290146
Chr06	4457254	4526278	0.415777	0.238630	0.176034	0.148568
Chr06	4493127	4566520	0.295373	0.211687	0.132244	0.108706
Chr06	4526293	4693645	0.122738	0.112333	0.065160	0.027172
Chr06	4581659	4748464	0.162148	0.260596	0.119153	0.038445
Chr06	4708465	4786213	0.235148	0.380923	0.190570	0.099906
Chr06	4748717	4811207	0.169867	0.268073	0.178090	0.094198
Chr06	4786620	5158607	0.031652	0.037412	0.026593	0.021192
Chr06	4816589	5455409	-0.035192	-0.021829	-0.017058	-0.014707
Chr06	5158655	5541674	0.271087	0.097985	0.084543	0.124818
Chr06	5455724	5566360	0.665841	0.222663	0.186137	0.297116
Chr06	5541894	5569619	0.619116	0.265681	0.208108	0.244914
Chr06	5567080	5601519	0.197254	0.111062	0.084712	0.070191
Chr06	5569631	5618967	0.109599	0.060210	0.046488	0.029167
Chr06	5601522	5619814	-0.033489	-0.016345	-0.012412	-0.005132
Chr06	5618983	5629298	0.095802	0.076343	0.059436	0.035647
Chr06	5619864	5660220	0.169332	0.157107	0.115073	0.091834
Chr06	5629872	5732894	0.166337	0.220249	0.112264	0.064147
Chr06	5660231	5748203	0.207395	0.159680	0.122890	0.078703
Chr06	5732897	5764602	0.216883	0.134559	0.115990	0.110698
Chr06	5748321	5765039	0.247205	0.187653	0.145400	0.141070
Chr06	5764605	5813904	0.152089	0.164544	0.110499	0.061637
Chr06	5775092	5884976	-0.029283	-0.062050	-0.031092	-0.009074
Chr06	5813909	5966199	0.296935	0.269544	0.206046	0.107006
Chr06	5885005	5977184	0.303627	0.288268	0.179555	0.087535
Chr06	5966202	6025938	-0.060017	-0.095989	-0.043031	-0.009320
Chr06	5977447	6275992	-0.053874	-0.041453	-0.028899	-0.029629
Chr06	6025939	6342801	-0.098076	-0.051628	-0.037645	-0.040280
Chr06	6282250	6486140	-0.067983	-0.023890	-0.018173	-0.014977
Chr06	6342826	6518966	0.008204	0.002768	0.002160	0.021673
Chr06	6489702	6528446	-0.129181	-0.073120	-0.056009	-0.022544
Chr06	6519548	6529446	-0.297906	-0.257745	-0.174590	-0.098520
Chr06	6528452	6940908	-0.133909	-0.239528	-0.112555	-0.055079
Chr06	6529451	7044490	-0.017029	-0.034276	-0.015381	-0.004349
Chr06	6940911	7111714	-0.095552	-0.148715	-0.083357	-0.050664
Chr06	7044521	7113007	-0.115428	-0.156487	-0.081735	-0.067899
Chr06	7111798	7130929	-0.153482	-0.243561	-0.107135	-0.066290
Chr06	7113098	7147752	-0.277376	-0.436461	-0.167646	-0.097190
Chr06	7132276	7240374	-0.206177	-0.146554	-0.085370	-0.082168
Chr06	7148049	7290236	-0.026618	-0.017912	-0.012850	-0.010314
Chr06	7244969	7326720	0.068931	0.055874	0.037218	0.016723
